Date,October 2013
Institution,Total Banks
Form Type,BA700-
Values are in R'000 (thousands)

Table PUB
"Values are percentages (%)",,
"Summary of Capital Adequacy Ratios (%)",1,
"Common equity tier 1 capital adequacy (%)",2,11.11
"Tier 1 capital adequacy (%)",3,11.76
"Total capital adequacy (%)",4,14.88
"Values are in R'000 (thousands)",5,
"Total risk weighted exposure (R'000)",6,2055801951
"Total net qualifying capital (R'000)",7,305826840
"Leverage ratio (%)",8,5.78
